,Cause,Company Name,Cummulative Hrs,Date and Time,Depth,LT ID,LT Summary,LT Type,Object,Parent LT ID,Report Date,Rig Name,Time in Hrs,Well No
1672,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SINO-16,Hrs,JLDI-850
1673, EXPL, NWL, 9.5,15 Aug 1930 - 0500, 0, 900858, WAIT ON NESR EXPLOSIVE., WO, NA, ,08/15/2022,SINO-16, 9.5,JLDI-850
1674, FOT, RIG, 8,15 Aug 1030 - 1830, 4660, 900894," RIG HAVE NO CORRECT MEANS TO HANG BLOCKS/TDS DURING SLIP AND CUT OPERATION.  CRANE IS TOO SMALL ONLY 55TON CANNOT SUPPORT BLOCKS AND TDS FOR SLIP AND CUT, NO MEANS TO HANG BLOCKS IN THE MAST, INEXPERIENCED CREW DONT ", RR, DWKS, ,08/15/2022,SINO-29N, 8,SFNY-2005
1675,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SINO-29N,Hrs,SFNY-2005
1676, PCPF, ARM, 256,05 Aug 0500 - 0500, 4660, 900602," HOLE NOT STABLE (SHALE CAVINGS), DIFFICULTY IN RIH OR POH WITH REAMING BHA, INCREASED MW TO CONTROL SHALE, CLEARED BHA MANY TIMES WITH SWEEPS, ROTATION  & PIPE MOVEMENT.... EVENTUALY BECAME STUCK AT WINDOW WHILE ATTEMTING TO POH. PACKED OFF ABOVE DLR AT WINDOW DURING PUMPING OUT OF HOLE AND BACK REAMING OPERATIONS.", TH, NA, ,08/15/2022,SINO-29N, 16,SFNY-2005
1677, FOT, RIG, 8,15 Aug 1030 - 1830, 4660, 900894," RIG HAVE NO CORRECT MEANS TO HANG BLOCKS/TDS DURING SLIP AND CUT OPERATION.  CRANE IS TOO SMALL ONLY 55TON CANNOT SUPPORT BLOCKS AND TDS FOR SLIP AND CUT, NO MEANS TO HANG BLOCKS IN THE MAST, INEXPERIENCED CREW DONT ", RR, DWKS, ,08/15/2022,SINO-29N, 8,SFNY-2005
1678,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SINO-37L,Hrs,HWYH-639
1679, CEDE, HCM, 16.5,14 Aug 2230 - 1500, 7055, 900821," TROUBLE SHOUTING ON CEMENT SYLO AND BACH MIXER, SUCTION LINE BETWEEN CEMNT SYLO AND BACH MIXER PLUGGED. CEMENT WEIGHT COULD NOT BE RAISED MORE THAN 112 PCF DURING 2H 45 MIN.", JF, NA, ,08/15/2022,SINO-37L, 10,HWYH-639
1680,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SINO-47,Hrs,HWYH-1341
1681, HERR, SCM, 5,15 Aug 1000 - 1500, 3170, 900844, SLB CEMENT UNIT FAILED WHILE PUMPING CEMENT SLURRY., CMT, NA, ,08/15/2022,SINO-47, 5,HWYH-1341
1682, FOT, SDM, 2,15 Aug 0300 - 0500, 5006, 900895, MWD LOST SIGNAL, BHA, MWD, ,08/15/2022,SP-167, 2,HRDH-218
1683,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SP-167,Hrs,HRDH-218
1684, ORDS, ARN, 132.5,10 Aug 0800 - 0300, 7167, 900735, LOST TIME ON GOC DUE TO WRONG PLACEMENT OF WELL, WO, NA, ,08/15/2022,SP-167, 22,HRDH-218
1685, FOT, SDM, 2,15 Aug 0300 - 0500, 5006, 900895, MWD LOST SIGNAL, BHA, MWD, ,08/15/2022,SP-167, 2,HRDH-218
1686,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SP-229,Hrs,JLDI-862
1687, FOT, WBP, 13,14 Aug 1900 - 0800, 5660, 900771," ATTEPMT TO SET WFD 9-5/8"" TRIAL TEST BRIDGE PLUG (WSBP) WITHOUT SUCCESS.", TF, BP, ,08/15/2022,SP-229, 3,JLDI-862
1688,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SP-261,Hrs,MHWZ-903
1689, HERR, ITS, 28.25,14 Aug 0030 - 0445, 1589, 900823," ITS CREW MEMBER FUNCTIONED SPIDER SLIPS WITH CASING SET IN SLIPS FOR UNKNOWN REASON, - LEAVING THE SWITCH IN THE OPEN POSITION. WHEN CASING JERKED SLIGHTLY WHILE BACKING OUT A 
 JOINT OF CASING, THE SLIPS OPENED DROPPING 3 JINTS OF 18 5/8"" CASING DOWN THE HOLE", TF, TTRQ, ,08/15/2022,SP-261, 23.75,MHWZ-903
1690,6378, ,HT,E,  4186,CORC,"CON'T POOH 6-1/8"" NOV CORING ASSY. RUN #1 TO SURFACE CONTROLLED SPEED 3MIN/STD SLIPS TO SLIPS.-L/D INNER BARREL,RECOVERED 100% OF CORED 33 FT.-L/D 6-1/8"" CORING HEAD AND OUTER BARREL-CORE HEAD DULL : 1-1-WT-A-X-NO-TD-RUN RIG FLOOR BUG BLOWER & CHECKING FOR H2S  AT SURFACE ZERO H2S READING.-ALL CREW ON RIG FLOOR MASKED UP DURING DISCONNECTING CORE INNER BARREL.",6378, ,NOC,08/15/2022,SP-53L,CORE,HRDH-528
1691,6378, ,RR,N, ,TDS,RIG SERVICE TDS ,6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1692,6378, ,HT,N,  4186,BHA,"HPJSM, M/U & RIH 8-1/2"" MTR/MWD/GR DRLG ASSY TO 1567'",6378, ,BHI,08/15/2022,SP-53L,DRLG,HRDH-528
1693,6378, 3536,TI,N,  4186,STDP," RIH 8-1/2"" MTR/MWD/GR DRLG ASSY. TO 9-5/8"" CSG SHOE @ 3536'",6378, 1567,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1694,6378, 6245,ST,N, ,STDP,"RIH 8-1/2"" MTR/MWD/GR DRLG ASSY. FROM 9-5/8"" CSG SHOE @ 3536' TO 6245'",6378, 3536,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1695,6378, ,CIRC,N, ,MPMP,RE-LOG AS PER GOC FROM 6245 FT TO 6345 FT WITH 100 FPH.,6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1696,6378, ,CIRC,N, ,MPMP,SWEEP HOLE W/ 50 BBLS HI-VIS PILL & CIRCULATE BTMS UP.,6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1697,6378, 6378,RW,N, ,BIT,"ENLARGE HOLE FROM 6-1/8"" TO 8-1/2"" W/ MTR /MWD GR DRILLING ASSY.  F/6345' TO 7"" LP @ 6378' W/ 80 PCF SALT POLYMER MUD W/ 100 % RETURNS.-START ENLARGING W/ CONTROL PARAMETER.-SWEEP HOLE W/ 50 BBLS HI-VIS PILL E-WASH UP & REAM DOWN EACH STD DRILLED.-NORMAL TRQ & DRAG W/ REASONABLE CUTTING SIZE & QUANTITY ON SHALE SHAKERS.-CONFIRMED 7"" CP WITH GOC.",6378, 6345,BHT,08/15/2022,SP-53L,DRLG,HRDH-528
1698,6378, ,CIRC,N, ,MPMP,SWEEP THE HOLE W/ 50 BBLS HI VIS PILL & CIRCULAT HOLE CLEAN.,6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1699,6378, ,SDR1,N, ,NA,FLOW CHECK WELL STATIC OK.,6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1700,6378, 5732,ST,N, ,STDP,"POOH ON ELEVATOR W/ 8-1/2"" MTR/MWD/GR ASSY DRLG ASSY FROM 6345 FT TO 5732 FT FOR RUN 7"" LINER .",6378, 6378,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1701,6378, ,SDR1,N, ,NA,FLOW CHECK AFTER PULL 5 STDS WELL STATIC OK.,6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1702,6378, 3536,ST,N, ,STDP,"CONTD POOH ON ELEVATOR W/ 8-1/2"" MTR/MWD/GR ASSY DRLG ASSY FROM 5732 FT TO 9-5/8"" CSG SHOE @ 3536 FT FOR 7"" LINER .-MONITOR WELL ON TRIP TANK AND TRIP SHEET.",6378, 5732,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1703,6378, ,SDR1,N, ,NA,"FLOW CHECK AT 9-5/8"" CSG SHOE - WELL STATIC OK.",6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1704,6378, 1570,ST,N, ,STDP,"CONTD POOH W/ 8-1/2"" MTR/MWD/GR ASSY DRLG ASSY FROM 9-5/8"" CSG SHOE @ 3536 FT TO TOP OF BHA @ 1570 FT FOR RUN 7"" LINER.-MONITOR WELL ON TRIP TANK AND TRIP SHEET.",6378, 3536,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1705,6378, ,SDR1,N, ,NA,FLOW CHECK @ TOP BHA WELL STATIC.,6378, ,RIG,08/15/2022,SP-53L,DRLG,HRDH-528
1706,6378, ,HT,N, ,BHA,"CONTD POOH W/ 8-1/2"" MTR/MWD/GR ASSY DRLG ASSY FROM TOP OF BHA @ 1567 FT TO SURFACE. FOR RUN 7"" LINER.-BIT DULL GRADING : 1-1-WT-A-I-X-BT-TD.-MONITOR WELL ON TRIP TANK AND TRIP SHEET.",6378, ,BHI,08/15/2022,SP-53L,DRLG,HRDH-528
1707,6378, ,RTRV,N, ,WBSH,"M/U FMC RUNNING TOOL TO RETRIEVE 11"" FMC WEAR BUSHING... IN PROGRESS @RT",6378, ,RIG,08/15/2022,SP-53L,WH,HRDH-528
1708, 42.5, OOS,Category,DOOS ID, CORE,Out of Scope Summary,  ALL CORING OPERATION AND THE REAMING TRIP IS OOS., 7.5, 4186,13 Aug 0230,08/15/2022,SP-53L,Type,HRDH-528
1709,,,,,,,,,,,,,,
1710,,,,,,,,,,,,,,
1711,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SSA-102,Hrs,QTIF-693
1712, FOT, WWD, 69.25,13 Aug 0545 - 0500, 9715, 900815," WFD WHIPSTOCK DID NOT SET, BOLT WAS SHEARED, LOST WHIPSTOCK IN HOLE.", TF, WPSTK, ,08/15/2022,SSA-102, 23.5,QTIF-693
1713,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SSA-201,Hrs,WDYH-13
1714, HERR, FME, 2.5,15 Aug 0500 - 0730, 0, 900875," FMC HAND INSTALLED VR PLUG INCORRECTLY, TROUBLESHOOT AND FOUND NPT PLUG NOT INSTALLED. INSTALL NPT PLUG AND RE-TEST, OK.", WH, WH, ,08/15/2022,SSA-201, 2.5,WDYH-13
1715,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SSA-202,Hrs,QTIF-191
1716, CEDE, NCS, 26.75,14 Aug 0215 - 0500, 17794, 900872, LOST TIME ON NPS CEMENTING DUE TO VERY SOFT CMT WHILE DRILL OUT CMT PLUG ., JF, NA, ,08/15/2022,SSA-202, 24,QTIF-191
1717,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SSA-302,Hrs,HRDH-2512
1718, FOT, CRW, 22.5,15 Aug 0500 - 0500, 11440, 900878," AFTER DISP. TEH STRG W/ WTR AND SET 9-5/8"" LTTT PKR HAD CLEAR COMMUNICATION BETWEEN TBG SIDE & BACK SIDE. ", BHA, WBCL, ,08/15/2022,SSA-302, 22.5,HRDH-2512
1719,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,SSA-5969,Hrs,UTMN-3148
1720, STBH, ARM, 192.75,06 Aug 1315 - 0500, 2262, 900580," 16"" ROTARY BHA STUCK @ 3,220' ( TOP OF SHU'AIBA FM ) AND WORKING ON STUCK", STUK, BHA, ,08/15/2022,SSA-5969, 14.5,UTMN-3148
1721,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,T907,Hrs,SRYN-2
1722, FOT, GCD, 3,15 Aug 1145 - 1445, 9400, 900877, UNABLE TO LATCH INTO UBHO SUB., TF, MS, ,08/15/2022,T907, 3,SRYN-2
1723,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/15/2022,T914,Hrs,UTMN-415
1724, ISEQ, RIG, 38.5,14 Aug 1430 - 0500, 6120, 900876," GYRO UNABLE LATCH UBHO,POH WITH STRING, FOUND CAVED LAYERS OF CMT ABOVE UBHO.", DSF, DP, ,08/15/2022,T914, 24,UTMN-415
1725,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,910TE,Hrs,DMMM-102
1726, FOT, WWL, 36.5,15 Aug 1530 - 0500, 18795, 900842, AFTER L/D WFD LOGGING TOOLS FOUND CALIPER LOG DATA NOT RECORDED DUE TO COMMUNICATION FAULT IN WFD CBG TOOL. , TF, WLT, ,08/16/2022,910TE, 23.5,DMMM-102
1727,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-14,Hrs,HRDH-1312
1728, FPMP, RIG, 1,16 Aug 2100 - 2200, 11365, 900938, PUMP #1 FAILURE DUE TO LEAK OF JUMPER HOSE ., RR, MPMP, ,08/16/2022,ADC-14, 1,HRDH-1312
1729,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-35,Hrs,MAQL-5
1730, MATL, HTS, 43,15 Aug 0600 - 0100, 0, 900896, WAITING ON HALL FRAC (GULF CRYON) TO DELIVER CO2 TO COMPLETE THE VOLUME REQUIRED TO EXECUTE THE JOB AS PER PROGRAM., WO, NA, ,08/16/2022,ADC-35, 20,MAQL-5
1731,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-43L,Hrs,UTMN-3118
1732, FRFM, TK3, 113,11 Aug 2130 - 0500, 12650, 900794, WHILE DRILLING PARTIAL LOSSES IN KHUFF B CARBONATE. PUMPING LCM & CEMENT PLUGS TO CURE THE LOSSES., LCIR, NA, ,08/16/2022,ADC-43L, 23,UTMN-3118
1733,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-48,Hrs,HRDH-2316
1734, FOT, NDD, 10.5,16 Aug 0800 - 1830, 12892, 900861," OBSERVED FLOAT-NOV ( 95' ABOVE BIT) NOT WORKING, TROUBLE SHOOT: DIRECT CIRC, CHECK WHILE RIH, FLOAT NOT WORKING, POOH, CHECK FLOAT AT SURFACE, OBSERVED FLOAT MALFUNCTIONING, NOV REPLACE WITH NEW FLOAT SUB, BAKER REPLACE MWD RIH ", TF, FV, ,08/16/2022,ADC-48, 10.5,HRDH-2316
1735,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-52,Hrs,SDGM-1185
1736, HINW, BAW, 431.25,29 Jul 1300 - 2345, 12600, 900261, LOGGING TOOLS GOT STUCK MECHANICALLY DUE TO WASHOUTS WHILE PERFORMING THE REPEAT PASS, STUK, WLT, ,08/16/2022,ADC-52, 18.75,SDGM-1185
1737,12705, 7828,TI,N,  4185,BHA,"RIH W/ 3-1/4"" CLEAN OUT ASSY ON 2-3/8"" DP F/6,790 FT TO 7,828 FT.- BREAK CIRC EVERY 20 JTS .- P/U TOTAL 249 JTS OF 2-3/8"" DP FROM RACK WHILE RIH.",12705, 6790,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1738,12705, ,HT,N,  4185,PEL,"R/D 2-3/8"" HANDLING EQUIPMENT & R/U 4"" HANDLING EQUIPMENT.- MONITOR WELL ON TRIP TANK.",12705, ,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1739,12705, 12580,TI,N,  4185,BHA,"RIH WITH 3-1/4"" C/O BHA W/CONTROLLED SPEED ON 4"" DP & 4"" HWDP F/ 7,828 FT TO 12,580 FT (10 FT ABOVE (WIV / ISOL VALVE).- FILL UP EVERY 20 STANDS.- MONITOR WELL ON TRIP TANK",12705, 7828,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1740,12705, ,CIRC,N,  4185,MPMP,"PUMP 30 BBLS HVP & CIRCULATE HOLE CLEAN , ",12705, ,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1741,12705, ,CIRC,C,  4185,MPMP,"DISPLACE HOLE TO 80 PCF SOILD FREE BRINE.- CIRCULATE TILL BRINE IN/OUT 80 PCF.- FR  126 BPM, SPP 2,700 - 2,985 PSI.",12705, ,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1742,12705, ,CIRC,N,  4185,MPMP,EXTEND FLOW CHECK : WELL STATIC- PUMP SLUG.,12705, ,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1743,12705, 7828,TO,N,  4185,BHA,"POOH W/3-1/4"" C/O BHA ON 4"" DP F/12,580 FT TO TOP OF 2-3/8"" DP @7,828 FT.- FLOW CHECK @ TOP OF BHA - WELL STATIC.",12705, 12580,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1744,12705, ,HT,N,  4185,PEL,"R/U 2-3/8"" HANDLING EQUIPMENT ON RIG FLOOR.- MONITOR WELL ON TRIP TANK.",12705, ,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1745,12705, 5944,TO,N,  4185,BHA,"CONT POOH W/3-1/4"" C/O BHA F/7,828 FT TO 5,944 FT...ON GOING ART.- L/D 60 / 249 JTS OF 2-3/8"" DP.- MONITOR WELL ON TRIP TANK.",12705, 7828,RIG,08/16/2022,ADC-53L,CT,HRDH-530
1746, 96.5, OOS,Category,DOOS ID, OTHR,Out of Scope Summary," C/O TRIP FOR 4-1/2"" OBL & LWR COMPL.", 24, 4185,12 Aug 0430,08/16/2022,ADC-53L,Type,HRDH-530
1747,,,,,,,,,,,,,,
1748,,,,,,,,,,,,,,
1749,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-54L,Hrs,HRDH-584
1750, CFFM, TK2, 54.75,14 Aug 1800 - 0045, 2325, 900835," WHILE RIH 9-5/8"" CSG, HAD OBSTRUCTION @ 2325', WORKED ON OBSTRUCTION WITHOUT SUCCESS, DECIDED TO POOH & RUN REAMING TRIP.", BHS, NA, ,08/16/2022,ADC-54L, 19.75,HRDH-584
1751,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-55L,Hrs,UTMN-3171
1752, STBH, TK3, 406,30 Jul 0830 - 0500, 12245, 900335, PU STRING AFTER DROP PBL BALLS FOUND STRING STUCK., STUK, BHA, ,08/16/2022,ADC-55L, 24,UTMN-3171
1753,7019, 6356,LOG,E,  3965,WLT,"SLB WL PERFORM VIT & SAMPLING AS PER ARAMCO RMD.  PERFORMED STICK TEST 3, 8, 15, 30 MIN PRIOR TO EACH VIT POINT.- MAX STATIONARY TIME: 4 HRS.- VIT POINT # 1 AT 6702 FT - 6715 FT - NO SEAL- VIT POINT # 2 AT 6514 FT - 6528 FT - (TWO SESSIONS) - OK.- SAMPLE POINT # 1 AT 6393 FT - ( 1 SESSION).- VIT POINT # 3 AT 6342 FT - 6356 FT (TWO SESSIONS OK)- MONITOR THE WELL WITH TRIP TANK",7019, 6698,SWL,08/16/2022,ADC-57L,LOG,KRSN-175
1754,7019, 6715,TI,E,  3965,STDP,"RIH LOGGING RUN #4 TOOLS (MDT-VIT) FROM 6,385 FT  TO 6,715 FT WITH CONTROLLED SPEED.- MONITOR WELL ON TRIP TANK.",7019, 6385,RIG,08/16/2022,ADC-57L,LOG,KRSN-175
1755,7019, 6700,LOG,E,  3965,WLT,"SLB WL PERFORM VIT & SAMPLING AS PER ARAMCO RMD. PERFORMED STICK TEST 3, 8, 15, 30 MIN PRIOR TO EACH VIT POINT.- MAX STATIONARY TIME: 4 HRS.- REPEATED VIT # 1 6697 FT TO 6710 FT- VIT POINTS TAKEN 3 OUT OF 3 VIT POINTS.- SAMPLE POINT TAKEN 1 OUT OF 1 SAMPLE POINT.- MONITOR THE WELL WITH TRIP TANK.",7019, 6715,SWL,08/16/2022,ADC-57L,LOG,KRSN-175
1756,7019, 6815,TI,E,  3965,STDP,"RIH LOGGING RUN #4 TOOLS (MDT-VIT) FROM 6715 FT TO 6,815 FT WITH CONTROLLED SPEED.- MONITOR WELL ON TRIP TANK.- MONITOR WELL ON TRIP TANK.",7019, 6715,RIG,08/16/2022,ADC-57L,LOG,KRSN-175
1757,7019, ,CIRC,E,  3965,MPMP,"CIRC HOLE CLEAN & HOMOGENIZE MUD. PRECAUTIONARY CLOSED ANNULAR BOP & CIRC THROUGH CHOKE FOR LAST 50 BBLS PRIOR TO BOTTOMS UP.- FR: 150 GPM; SPP: 420 PSI, - NO DYNAMIC LOSSES.",7019, ,RIG,08/16/2022,ADC-57L,LOG,KRSN-175
1758,7019, 4792,TO,E,  3965,STDP,"POOH LOGGING RUN # 4 ( MDT/VIT ) TLC IN OH FROM 6,815 FT TO 4,676 FT. FLOW CHECK-OK.- POOH SPEED =2 MIN/STD SLIP TO SLIP- MONITOR WELL ON TRIP TANK",7019, 6997,RIG,08/16/2022,ADC-57L,LOG,KRSN-175
1759,7019, ,OTH,E,  3965,NA,"HPJSM, UNLATCH AND RETRIEVE WIRELINE CABLE IN PROGRESS. - MONITOR WELL ON TRIP TANK.",7019, ,SWL,08/16/2022,ADC-57L,LOG,KRSN-175
1760, 341.75, OOS,Category,DOOS ID, FPFS,Out of Scope Summary," MDT LOGGING , FLUID SAMPLING AND RELATED OPERATIONS, C/O AND DISPACE MUD WITH OBM", 24, 3965,02 Aug 0115,08/16/2022,ADC-57L,Type,KRSN-175
1761,,,,,,,,,,,,,,
1762,,,,,,,,,,,,,,
1763,14929, ,STIM,C,  4125,CTU,"PUMPED 686 BBLS OF POST-FLUSH AT FR 3 BPM, CIRC. PRESS 3100 PSI & WHP : ZERO",14929, ,SCT,08/16/2022,ADC-58L,STIM,ABHD-169
1764,14929, ,OTH,C,  4125,NA,"POOH WITH SLB 2-3/8"" COIL TBG FROM 11,308 FT TO SURCAE MEANWHILE RIG PUMPED 1000 BBL OF 77 PCF BRINE THROUGH CT KILL LINE.",14929, ,SCT,08/16/2022,ADC-58L,STIM,ABHD-169
1765,14929, ,CIRC,C,  4125,MPMP,RIG PUMPED 700 BBL OF 77 PCF BRINE WHEN CT AT SURFACE THROUGH CT KILL LINE. CLOSED GATE VALVE.,14929, ,RIG,08/16/2022,ADC-58L,STIM,ABHD-169
1766,14929, ,OTH,C,  4125,NA,"CT PUMPED 20 BBLS OF SODA ASH PILL, DISPLACED WITH 80 BBLS OF FRESH WATER, BURGED CT WITH 700 GAL OF N2 AND WAIT FOR PRESSURE TO BLEED OFF.- PUMPED 77 PCF BRINE INTO ANNULUS AT 2 BPM THROUGH WH SOV'S USING TT.",14929, ,SCT,08/16/2022,ADC-58L,STIM,ABHD-169
1767,14929, ,OTH,C,  4125,NA,HELD PRE JOB SAFETY MEETING PRIOR TO R/D C/T INJECTOR AND EQUIPMENT.- PUMPED 77 PCF BRINE INTO ANNULUS AT 2 BPM THROUGH WH SOV'S USING TT.,14929, ,SCT,08/16/2022,ADC-58L,STIM,ABHD-169
1768,14929, ,OTH,C,  4125,NA,"DISCONNECTED 4 1/16"" 10K FLANGE BETWEEN C/T BOP & 4 1/16"" 10K RISER, LIFTED C/T INJECTOR BY TDS, L/D CT BHA, L/D 4 1/16"" RISER.- R/D INJECTOR HEAD, DISCONNECTED STRIPPER FROM BOTTOM OF INJECTOR HEAD, REMOVED 2 3/8"" COIL TBG FROM INJECTOR HEAD & SPOOLEDON REEL, N/D CT BOP & RISER.- PUMPED 77 PCF BRINE INTO ANNULUS AT 2 BPM THROUGH WH SOV'S USING TT.",14929, ,SCT,08/16/2022,ADC-58L,STIM,ABHD-169
1769,14929, ,OTH,C,  4125,NA,N/U BELL NIPPLE & CONNECTED FLOW LINE. INSTALLED MOUSEHOLE.- PUMPED 77 PCF BRINE INTO ANNULUS AT 2 BPM THROUGH WH SOV'S USING TT.,14929, ,RIG,08/16/2022,ADC-58L,STIM,ABHD-169
1770,14929, ,OTH,C, ,BOP,M/U MI JETTING TOOL. JET BOP AND WELLHEAD USING 77 PCF BRINE. L/D JETTING TOOL.,14929, ,RIG,08/16/2022,ADC-58L,BOP,ABHD-169
1771,14929, ,SET,C, ,WBSH,"INSTALLED 11"" WEAR BUSHING.- PUMPED 77 PCF BRINE INTO ANNULUS AT 2 BPM THROUGH TT LINE.",14929, ,RIG,08/16/2022,ADC-58L,WH,ABHD-169
1772,14929, ,PJSM,C, ,STRG,"HPJSM PRIOR TO RIH 7"" & 9 5/8"" COMBINED C/O TOOLS.- PUMPED 77 PCF BRINE INTO ANNULUS AT 2 BPM THROUGH TT.",14929, ,RIG,08/16/2022,ADC-58L,CT,ABHD-169
1773, 129, OOS,Category,DOOS ID, STIM,Out of Scope Summary, PERFORM ACID STIMULATION JOB FOR L-1 & L-0, 22, 4125,09 Aug 0030,08/16/2022,ADC-58L,Type,ABHD-169
1774,,,,,,,,,,,,,,
1775,,,,,,,,,,,,,,
1776,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADC-60,Hrs,ABSF-216
1777, HERR, BAL, 72,14 Aug 0500 - 0500, 11253, 900849," WHILE L/D ESP ASSY, SAFETY CLAMP SLIPPED FROM 2-7/8"" BY-PASS TBG CAUSING DOWNHOLE STRING TO DROP IN HOLE. ", JF, ESP, ,08/16/2022,ADC-60, 24,ABSF-216
1778,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADES-174,Hrs,GHZL-72
1779, XTTE, RAC, 38.5,14 Aug 0230 - 1700, 11022, 900874, FAILURE OF RAC ITCO SPEAR AND CUTTER BHA TO RETRIEVE PBR., TF, FISHT, ,08/16/2022,ADES-174, 12,GHZL-72
1780,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADES-798,Hrs,HRDH-2302
1781, FOT, SWL, 26,15 Aug 0830 - 1100, 10733, 900837, SLB MDT TOOL PUMP FAILURE., TF, WLT, ,08/16/2022,ADES-798, 6,HRDH-2302
1782,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADES-889,Hrs,HRDH-2122
1783, HERR, RAC, 74.5,12 Aug 1230 - 0500, 10875, 900795," VERY FAST WORN OUT FOR THE PILOT MILL LEAD TO UNDER GAUGED MILL WENT INSIDE THE 7"" LINER WITHOUT MILLING.", BHA, MILL, ,08/16/2022,ADES-889, 24,HRDH-2122
1784,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/16/2022,ADM-262,Hrs,MRJN-122
1785, FOT, EX1, 16.5,15 Aug 1400 - 0630, 0, 900838, SLICK LINE UNIT UNABLE TO START DUE TO MECHANICAL ISSUE, TF, SLICK, ,08/16/2022,ADM-262, 1.5,MRJN-122
